"ID","Site","TR","QUAD","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","date","H","W","FRL","PC","FLA","notes","x.2","trip","genoSuspect"
"p356","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","707","6/22/24",33,35,"",NA,NA,"BWR; possible regrowth","-94",1,""
"p357","TWM","1",NA,"1",159,NA,"MS","FS",3,3,"14","5","10","0","0","17",0,0,"","815","6/22/24",220,10,"14","1","1","","-74",1,""
"p358","TWM","1",NA,"1",NA,"1","MS","FS",3,3,"14","4","9","0","0","17",0,0,"","860","6/22/24",250,20,"14","1","1","nail to SW","-33",1,""
"p359","TWM","1",NA,"1",161,"1","MS","FO",3,NA,"","2","7","0",NA,"20",0,0,"","880","6/22/24",94,14,"","1","1","petals 90 degrees to sepals","-110",1,""
"p360","TWM","1",NA,NA,160,NA,"CR","SO",NA,4,"39",NA,NA,"0",NA,"16",0,5,"window","846.6","6/22/24",239,19,"35","0","1","","6.5",1,""
"p361","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"16",1,10,"chewing","844.2","6/22/24",37,29,"",NA,NA,"BWR","20.4",1,""
"p362","TWM","1",NA,"1",NA,"1","CR","R",NA,NA,"",NA,NA,NA,NA,"21",3,5,"window","846.4","6/22/24",42,38,"",NA,NA,"double rosette; nail 5cm to the left","23",1,""
"p363","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",2,5,"chewing","842","6/22/24",26,21,"",NA,NA,"","37.5",1,""
"p364","TWM","1",NA,"1",NA,NA,"CR","SO",NA,3,"38",NA,NA,"0","0","14",0,0,"","844","6/22/24",275,10,"33","0","1","flower gall","37",1,""
"p365","TWM","1",NA,"1",162,NA,"CR","SO",NA,3,"15",NA,NA,"0","0","25",0,0,"","873","6/22/24",281,14,"37","0","1","","3.8",1,""
"p366","TWM","1",NA,"1",NA,NA,"CR","SO",NA,4,"23",NA,NA,"0","0","21",0,0,"","888","6/22/24",272,18,"40","0","1","","7",1,""
"p367","TWM","1",NA,"1",163,NA,"CR/MS","FS",3,3,NA,NA,NA,"0","0","16",0,0,"","901.4","6/22/24",250,9,"45","0","1","","4",1,""
"p368","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","934","6/23/24",13,19,"",NA,NA,"regrowth, nail to NW","4.5",1,""
"p369","TWM","1",NA,"1",NA,NA,"MS","FS",4,1,"13","3","7","0","0","12",0,0,"","919","6/23/24",130,15,"14","1","1","","-9",1,""
"p370","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",1,5,"window","941.5","6/23/24",13,17,"",NA,NA,"nail to NW","20.5",1,""
"p371","TWM","1",NA,NA,NA,NA,"CR","B",NA,NA,"",NA,NA,NA,NA,"14",0,0,"","1049","6/23/24",97,15,"",NA,NA,"BWR; dead stalk","15",1,""
"p372","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","1002","6/23/24",17,25,"",NA,NA,"","-15",1,""
"p373","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"21",4,5,"chewing; window","1025","6/23/24",30,35,"",NA,NA,"BWR; nail is W","-120",1,""
"p374","TWM","1",NA,"1",NA,"1","MS","FS",4,3,"50","4","8","0",NA,"16",0,0,"","1035","6/23/24",277,25,"26","1","1","","-129.5",1,""
"p375","TWM","1",NA,NA,NA,NA,"CR","FS",2,2,"7",NA,NA,NA,NA,"9",1,10,"chewing","1082","6/23/24",160,7,"9","0","0","","-25.5",1,""
"p376","TWM","1",NA,"1",NA,NA,"CR","B",NA,NA,"",NA,NA,NA,NA,"24",0,0,"","1100","6/23/24",123,19,"",NA,NA,"nail 7.5cm S, bwr, regrowth","-85",1,""
"p377","TWM","1",NA,NA,NA,NA,"CR","FS",3,2,"19",NA,NA,NA,NA,"9",0,0,"","1101","6/23/24",199,11,"20",NA,NA,"BWR","-86",1,""
"p378","TWM","1",NA,"1",164,NA,"CR","SO",NA,5,"76",NA,NA,"0",NA,"18",0,0,"","1129","6/23/24",264,19,"48","0","1","","-106.5",1,""
"p379","TWM","1",NA,NA,NA,NA,"CR","FS",3,1,"15","4.5","8",NA,NA,"12",0,0,"","1154","6/23/24",151,10,"8",NA,NA,"silver moth, second from bottom","-93",1,""
"p380","TWM","1",NA,"1",NA,"1","MS","FS",5,10,"30","4","9","0",NA,"20",0,0,"","1145","6/23/24",267,20,"24","1","1","","-55",1,""
"p381","TWM","1",NA,"1",166,"1","MS","FS",8,6,"41","5","8","0",NA,"39",0,0,"","1160","6/23/24",263,50,"29","1","1","1 gall","-50",1,""
"p382","TWM","1",NA,"1",168,NA,"MS","FS",7,5,"185",NA,NA,NA,NA,"18",0,0,"","1172","6/23/24",90,20,"40",NA,NA,"1 gall","-33",1,""
"p383","TWM","1",NA,"1",169,NA,"MS","FS",3,5,"65",NA,NA,"0",NA,"19",0,0,"","1175","6/23/24",365,20,"39",NA,"1","aphids","-39.5",1,""
"p384","TWM","1",NA,"1",165,"1","CR","FS",4,5,"100","4","8","0",NA,"22",3,5,"chewing","1169","6/23/24",346,45,"35","1","1","silvermoth, 3,4 fruits from bottom","-90.5",1,""
"p385","TWM","1",NA,"1",167,NA,"CR","FS",15,4,"40","5","9","0","1","44",4,20,"window","1177","6/23/24",280,60,"10","1","1","silver moth 5th from the bottom UR stalk","-77",1,""
"p386","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","1174","6/23/24",25,17,"",NA,NA,"BWR; regrowth","-91",1,""
"p387","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","1197","6/23/24",28,27,"",NA,NA,"","-68",1,""
"p388","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"10",1,15,"window","1208","6/23/24",12,17,"",NA,NA,"","-59",1,""
"p389","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"8",1,5,"window","1204","6/23/24",17,13,"",NA,NA,"neighbour to N","-71",1,""
"p390","TWM","1",NA,"1",NA,"1","CR","R",NA,NA,"",NA,NA,NA,NA,"14",3,30,"chewing","1209","6/23/24",29,28,"",NA,NA,"","-87",1,""
"p391","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"6",0,0,"","1212","6/23/24",14,19,"",NA,NA,"","-85.5",1,""
"p392","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","1309","6/23/24",15,25,"",NA,NA,"","-78",1,""
"p393","TWM","1",NA,"1",170,"0","MS","FS",3,5,"55",NA,NA,NA,NA,"15",0,0,"","1344","6/23/24",340,23,"52","0","1","","-38.5",1,""
"p394","TWM","1",NA,NA,NA,NA,"MS","FS",5,4,"59",NA,NA,NA,NA,"14",0,0,"","1347","6/23/24",285,25,"46","0","1","","-39.5",1,""
"p395","TWM","1",NA,"1",NA,NA,"MS","FS",5,5,"93",NA,NA,NA,NA,"14",0,0,"","1347","6/23/24",301,22,"60","0","1","","-43",1,""
"p396","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"8",1,10,"window","1355","6/23/24",10,14,"",NA,NA,"","-31",1,""
"p397","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","1417","6/23/24",13,12,"",NA,NA,"","-75",1,""
"p398","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"","1428","6/23/24",17,14,"",NA,NA,"","-19",1,""
"p399","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",1,5,"window","1439.6","6/23/24",17,18,"",NA,NA,"nail to 5.5cm N","-9.5",1,""
"p400","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","1488","6/23/24",35,33,"",NA,NA,"","-26",1,""
"p401","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",0,0,"","1487","6/23/24",17,18,"",NA,NA,"nail to 2cm NW","-58",1,""
"p402","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","1500","6/23/24",18,19,"",NA,NA,"","-2.5",1,""
"p403","TWM","1",NA,"1",NA,NA,"CR","FS",3,5,"60",NA,NA,"0","0","20",3,10,"mining; window","1501","6/23/24",270,15,"23","0","1","","-24",1,""
"p404","TWM","1",NA,"1",171,NA,"MS","FO",5,0,"14","5","9","0","0","17",1,95,"chewing","1347","6/23/24",237,40,"0","1","1","","-31",1,""
"p405","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"11",2,5,"chewing","2223","6/23/24",20,20,"",NA,NA,"BWR","35",1,""
"p406","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","2227","6/23/24",22,10,"",NA,NA,"BWR","3",1,""
"p407","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","2232","6/23/24",30,20,"",NA,NA,"BWR; nail is NW","-2.5",1,""
"p408","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","2237","6/23/24",16,15,"",NA,NA,"","59",1,""
"p409","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","2480","6/23/24",20,25,"",NA,NA,"nail to N","1",1,""
"p410","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"9",1,10,"chewing","2486","6/23/24",22,19,"",NA,NA,"Nail to right","-0.5",1,""
"p411","TWM","1",NA,"1",NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"13",0,0,"","2486.4","6/23/24",16,23,"",NA,NA,"","-2",1,""
"p412","TWM","1",NA,"1",NA,NA,"CR","FS",3,2,"7",NA,NA,"0",NA,"15",8,40,"window","2487","6/23/24",181,31,"13","0","1","","12",1,""
"p413","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","2450","6/23/24",30,14,"",NA,NA,"","-25",1,""
"p414","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"14",0,0,"","2511","6/23/24",25,25,"",NA,NA,"","-46",1,""
"p415","TWM","1",NA,NA,NA,NA,"MS","R",NA,NA,"",NA,NA,NA,NA,"23",0,0,"","2529","6/23/24",14,10,"",NA,NA,"","-13",1,""
"p416","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"7",0,0,"","2549","6/23/24",21,22,"",NA,NA,"","-23",1,""
"p417","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"","2552","6/23/24",19,25,"",NA,NA,"double rosette","-38",1,""
"p418","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"13",2,5,"chewing","2566","6/23/24",24,36,"",NA,NA,"","-11.5",1,""
"p419","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","2598","6/23/24",20,22,"",NA,NA,"","-13.8",1,""
"p420","TWM","1",NA,"1",NA,NA,"CR","FS",7,6,"32",NA,NA,"0","0","21",3,5,"window","2576","6/23/24",248,26,"21","0","1","plus 1 gal","66.5",1,""
"p421","TWM","1",NA,NA,NA,NA,"CR","FS",2,2,"11",NA,NA,NA,NA,"13",0,0,"","2601","6/23/24",115,19,"12","0","0","","48",1,""
"p422","TWM","1",NA,"1",172,NA,"CR","FS",4,5,"38",NA,NA,NA,NA,"18",1,5,"window","2613","6/23/24",241,17,"63",NA,"1","green aphids","65",1,""
"p423","TWM","1",NA,"1",NA,NA,"KM","FS",4,4,"32",NA,NA,NA,NA,"17",2,5,"chewing","2568","6/23/24",229,9,"34","0","1","green aphids","-96.4",1,""
"p424","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","2621","6/23/24",28,17,"",NA,NA,"BWR","-14.6",1,""
"p425","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","2635","6/23/24",23,24,"",NA,NA,"","-30.6",1,""
"p426","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","2710","6/23/24",19,15,"",NA,NA,"","-13.1",1,""
"p427","TWM","1",NA,NA,NA,NA,"KM","FS",1,5,"42","2","6",NA,NA,"18",1,90,"chewing","2731","6/23/24",161,14,"59","0","0","","-4.8",1,""
"p428","TWM","1",NA,NA,NA,NA,"KM","FO",2,0,"10","2","6",NA,NA,"11",0,0,"","2787.5","6/23/24",61,14,"0","0","0","neighbor to the N; spreading T80","-4",1,""
"p429","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"13",0,0,"","2844.2","6/23/24",27,29,"",NA,NA,"","-39.8",1,""
"p430","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",1,5,"window","2613","6/23/24",20,25,"",NA,NA,"","37",1,""
"p431","TWM","1",NA,"1",0,"0","CR","FS",6,8,"28",NA,NA,NA,NA,"27",1,10,"window","2627","6/23/24",220,17,"38","0","1","nail to NW, green aphids","58",1,""
"p432","TWM","1",NA,"1",0,"0","CR","FS",4,5,"33",NA,NA,NA,NA,"21",1,5,"chewing","2625","6/23/24",203,25,"37","0","1","","53",1,""
"p433","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"","2639","6/23/24",23,26,"",NA,NA,"","12",1,""
"p434","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","2724.5","6/23/24",12,16,"",NA,NA,"","1",1,""
"p435","TWM","1",NA,"1",173,"1","CR","FS",7,11,"76",NA,NA,NA,NA,"86",1,10,"chewing","2771","6/23/24",278,29,"45",NA,"1","plus 1 gal; 3 frts removed","156",1,""
"p436","TWM","1",NA,NA,NA,NA,"CR","FS",5,5,"21",NA,NA,NA,NA,"26",0,0,"","2802","6/23/24",201,20,"37",NA,NA,"1 gall, green aphids","142.5",1,""
"p437","TWM","1",NA,"0",0,"0","CR","FS",1,2,"13",NA,NA,NA,NA,"18",1,10,"window","2824","6/23/24",113,16,"25","0","0","plus 1 gal","128",1,""
"p438","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"17",2,15,"chewing","2863.8","6/23/24",17,31,"",NA,NA,"double rosette ","-67.5",1,""
"p439","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"","2894","6/23/24",13,16,"",NA,NA,"","-53.7",1,""
"p440","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","2905.4","6/23/24",16,21,"",NA,NA,"","-22.5",1,""
"p441","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","2925.6","6/23/24",15,18,"",NA,NA,"","-48",1,""
"p442","TWM","1",NA,"1",0,"0","CR","SO",4,6,"67",NA,NA,NA,NA,"15",0,0,"","2845","6/23/24",241,9,"38","0","1","","110",1,""
"p443","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"9",1,10,"window","2836","6/23/24",13,15,"",NA,NA,"","8.7",1,""
"p444","TWM","1",NA,"0",0,"0","CR","FS",2,2,"15",NA,NA,NA,NA,"MISSING",NA,NA,"","2836.4","6/23/24",131,12,"7",NA,NA,"plus 1 gal","45.5",1,""
"p445","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"13",2,5,"chewing","2946","6/23/24",19,21,"",NA,NA,"nail to 5cm S, bwr","-4.3",1,""
"p446","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","2949","6/23/24",15,31,"",NA,NA,"","-8.6",1,""
"p447","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","2989","6/23/24",26,22,"",NA,NA,"BWR","-23.5",1,""
"p448","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","2931","6/23/24",17,19,"",NA,NA,"","-48",1,""
"p449","TWM","1",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",0,0,"","2903","6/23/24",9,8,"",NA,NA,"nail to NW","42",1,""
"p450","TWM","1",NA,NA,NA,NA,"CR","FS",3,3,"59",NA,NA,NA,NA,"14",0,0,"","2917","6/23/24",212,15,"38",NA,NA,"plus 1 gal","7.5",1,""
"p451","TWM","1",NA,"1",174,"0","CR","FS",7,5,"74",NA,NA,NA,NA,"32",3,10,"chewing","2982","6/23/24",338,17,"41","0","1","4 galls","160",1,""
"p452","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","2954","6/23/24",16,13,"",NA,NA,"","9.2",1,""
"p453","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","2909","6/23/24",22,21,"",NA,NA,"neighbor S of n","-21.6",1,""
"p454","TWM","1",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","2903","6/23/24",19,17,"",NA,NA,"","-53.5",1,""
"p455","TWM","2",NA,"1",0,"0","KM","FS",24,16,"216","2","5",NA,"1","32",1,20,"","2363.5","6/23/24",398,17,"17","1",NA,"BWR","1.5",1,""
"p456","TWM","2",NA,"1",0,"0","KM","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"","2141","6/23/24",14,15,"",NA,NA,"nail 8cm to S","-14",1,""
"p457","TWM","2",NA,NA,NA,NA,"KM","SO",6,6,"54",NA,NA,NA,NA,"10",0,0,"","2121.4","6/23/24",256,6,"40",NA,"0","","-60",1,""
"p458","TWM","2",NA,NA,NA,NA,"CR","SO",0,8,"78",NA,NA,NA,NA,"20",0,0,"","2112","6/23/24",254,8,"41",NA,NA,"BWR","26.5",1,""
"p459","TWM","2",NA,"1",NA,NA,"CR","FS",7,26,"372","2","4",NA,NA,"25",0,0,"","2085","6/23/24",558,22,"37","1","1","BWR","23",1,""
"p460","TWM","2",NA,"1",NA,NA,"CR","SO",0,41,"480",NA,NA,NA,NA,"52",0,0,"stem scraping (photo)","2010","6/23/24",697,32,"55",NA,NA,"BWR; plus 2 gals; sleepy","48",1,""
"p461","TWM","2",NA,"1",0,"0","KM","FS",2,15,"154",NA,NA,NA,"1","28",6,25,"chewing","2090","6/23/24",322,24,"42","1","1","BWR","-42.5",1,""
"p462","TWM","2",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","2042","6/23/24",17,19,"",NA,NA,"","-38.5",1,""
"p463","TWM","2",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"16",0,0,"","2043","6/23/24",13,21,"",NA,NA,"","-40",1,""
"p464","TWM","2",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"27",0,0,"","1987","6/23/24",17,21,"",NA,NA,"","-33",1,""
"p465","TWM","2",NA,"1",0,"0","CR","SO",0,21,"279",NA,NA,NA,NA,"26",5,10,"chewing","1852","6/23/24",493,20,"46","0","1","","62.5",1,""
"p466","TWM","2",NA,"0",0,"0","KM","FS",2,4,"24",NA,NA,NA,NA,"12",0,0,"","1550","6/23/24",159,6,"41","0","0","nail 6.5cm to S, 1 fruit eaten","-105.5",1,""
"p467","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"12",3,15,"chewing","1559","6/23/24",17,15,"",NA,NA,"","51",1,""
"p468","TWM","2",NA,"1",0,"0","KM","FS",7,8,"97",NA,NA,NA,NA,"24",1,5,"window","1485","6/23/24",234,14,"43","0","1","1 fruit eaten","72",1,""
"p469","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"8",0,0,"","1400","6/23/24",10,15,"",NA,NA,"nail 3cm to SE","38",1,""
"p470","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","1385","6/23/24",23,17,"",NA,NA,"BWR","132.5",1,""
"p471","TWM","2",NA,"1",0,"0","CR","B",NA,NA,"",NA,NA,NA,"1","27",3,5,"window","1324","6/23/24",162,15,"",NA,NA,"nail 4cm to SW, bwr","45",1,""
"p472","TWM","2",NA,"1",0,"0","CR","B",NA,NA,"",NA,NA,NA,"1","27",13,40,"chewing","1305","6/23/24",141,15,"",NA,NA,"nail SE, bwr","85",1,""
"p473","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,"1","25",11,20,"window","1306","6/23/24",33,37,"",NA,NA,"BWR; regrowth","16",1,""
"p474","TWM","2",NA,"1",0,"1","KM","FS",4,10,"58","2","5",NA,NA,"42",3,5,"chewing","1399","6/23/24",282,87,"51","1","1","","-119.5",1,""
"p475","TWM","2",NA,"1",0,"0","KM","FS",2,3,"14",NA,NA,NA,NA,"16",0,0,"","1392","6/23/24",141,15,"20",NA,"1","","-109.5",1,""
"p476","TWM","2",NA,"1",NA,NA,"KM","FS",4,11,"106",NA,NA,NA,NA,"18",0,0,"","1362","6/23/24",313,24,"41",NA,"1","","-26.8",1,""
"p477","TWM","2",NA,"1",0,"1","CR","R",NA,NA,"",NA,NA,NA,NA,"16",0,0,"","1150","6/23/24",30,25,"",NA,NA,"","42.5",1,""
"p478","TWM","2",NA,"1",0,"1","CR","FS",5,60,"341","1","4",NA,NA,"100",2,5,"chewing","963","6/23/24",633,44,"531",NA,"1","plus 1 gal","23",1,""
"p479","TWM","2",NA,"1",0,"0","CR","SO",0,45,"438",NA,NA,NA,NA,"65",1,20,"chewing","960","6/23/24",753,44,"52",NA,"1","plus 3 gal","19",1,""
"p480","TWM","2",NA,NA,NA,NA,"CR","SO",0,23,"2/5",NA,NA,NA,NA,"32",5,10,"chewing; window","952","6/23/24",462,25,"53",NA,NA,"plus 2 gals; frt gal; frt window; [data obviously miss written typed as writen mas 04 jul 2024]","4",1,""
"p481","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"30",0,0,"","966","6/23/24",79,45,"",NA,NA,"","18",1,""
"p482","TWM","2",NA,"1",0,"0","KM","FS",9,14,"106",NA,NA,NA,NA,"35",0,0,"","1202","6/23/24",450,19,"45","1","1","BWR","-40.5",1,""
"p483","TWM","2",NA,"0",0,"0","KM","FS",3,4,"23",NA,NA,NA,NA,"12",0,0,"","1211","6/23/24",201,12,"41","0","0","BWR","-59.5",1,""
"p484","TWM","2",NA,"0",0,"0","KM","FS",4,3,"5",NA,NA,NA,NA,"16",0,0,"","1217","6/23/24",174,12,"23","0","0","BWR","-56.5",1,""
"p485","TWM","2",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"","1070","6/23/24",21,21,"",NA,NA,"","-64",1,""
"p486","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"32",0,0,"","925","6/23/24",97,38,"",NA,NA,"","26",1,""
"p487","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"19",0,0,"","921","6/23/24",22,22,"",NA,NA,"drying out","10.5",1,""
"p488","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"24",1,5,"window","919","6/23/24",61,26,"",NA,NA,"","18.5",1,""
"p489","TWM","2",NA,"1",0,"0","CR","SO",0,7,"81",NA,NA,NA,NA,"17",0,0,"","914","6/23/24",305,13,"39",NA,NA,"n to SE; plus 1 gal; lf none; neighbor to E & SW","28",1,""
"p490","TWM","2",NA,"1",0,"1","CR","SO",0,32,"216",NA,NA,NA,NA,"42",1,5,"chewing","910","6/23/24",465,25,"MISSING",NA,"1","BWR; frts have holes","57.5",1,""
"p491","TWM","2",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"14",0,0,"","825","6/23/24",14,12,"",NA,NA,"","-223",1,""
"p492","TWM","2",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"49",0,0,"","815","6/23/24",60,28,"",NA,NA,"BWR; dead stalk; neighbor tiny R to N","-265",1,""
"p493","TWM","2",NA,"1",0,"0","KM","FS",7,12,"84",NA,NA,NA,NA,"19",0,0,"","874","6/23/24",295,18,"43",NA,"1","furits eaten, nail to W, bwr","-220.5",1,""
"p494","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"21",0,0,"","907","6/23/24",41,17,"",NA,NA,"","25.5",1,""
"p495","TWM","2",NA,"1",0,"0","KM","FS",8,2,"44",NA,NA,NA,NA,"MISSING",0,0,"","799","6/23/24",211,9,"46",NA,"1","BWR","96.5",1,""
"p496","TWM","2",NA,"1",0,"0","KM","FS",6,9,"58",NA,NA,NA,NA,"14",0,0,"","791","6/23/24",287,12,"39",NA,"1","","55.5",1,""
"p497","TWM","2",NA,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"22",0,0,"","857","6/23/24",41,24,"",NA,NA,"lots of R neighbors","30.8",1,""
"p498","TWM","2",NA,"1",0,"1","KM","R",NA,NA,"",NA,NA,NA,NA,"22",0,0,"","850","6/23/24",45,30,"",NA,NA,"lots of R neighbors","8",1,""
"p499","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"20",0,0,"","705","6/23/24",37,24,"",NA,NA,"","-23.5",1,""
"p500","TWM","2",NA,"1",0,"1","CR","R",NA,NA,"",NA,NA,NA,NA,"52",3,10,"","671","6/23/24",62,43,"",NA,NA,"blackspot on underside of lf","-20",1,""
"p501","TWM","2",NA,"1",NA,NA,"CR","SO",0,15,"93",NA,NA,NA,NA,"25",1,5,"chewing","648","6/23/24",283,22,"46",NA,NA,"","-94.5",1,""
"p502","TWM","2",NA,NA,NA,NA,"CR","SO",0,12,"74",NA,NA,NA,NA,"19",2,20,"chewing","642","6/23/24",240,11,"37",NA,NA,"","-125.5",1,""
"p503","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"25",0,0,"","641","6/23/24",20,20,"",NA,NA,"","-143.5",1,""
"p504","TWM","2",NA,"1",NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"32",0,0,"","626","6/23/24",49,26,"",NA,NA,"","-137",1,""
"p505","TWM","2",NA,"1",0,"0","KM","FS",19,19,"148","1","4",NA,NA,"30",0,0,"","763","6/23/24",424,21,"29","1","1","tiny black bug photo","146.5",1,""
"p506","TWM","2",NA,"1",0,"0","KM","FS",10,18,"30",NA,NA,NA,NA,"24",1,10,"chewing","757","6/23/24",157,12,"31",NA,"1","gall fruits","194.5",1,""
"p507","TWM","2",NA,"1",0,"0","KM","FS",10,16,"96",NA,NA,NA,NA,"19",1,5,"chewing","739","6/23/24",305,12,"39",NA,"1","window on fruits","56.6",1,""
